,Value1,Value2,Value3,Value4
12/31/2013,0.062082572,0.07457913,0.077464232,0.043865667
1/1/2014,0.06075448,0.074319059,0.077034523,0.04308184
1/2/2014,0.062052737,0.074255628,0.077870648,0.043900679
1/3/2014,0.062128668,0.074084526,0.077452659,0.044017091
1/4/2014,0.06188183,0.073684262,0.075902974,0.044325846
1/5/2014,0.061169588,0.073761365,0.074653889,0.044231359
1/6/2014,0.06083549,0.074231212,0.07612442,0.043878314
1/7/2014,0.062807998,0.075034328,0.076953416,0.044901704
1/8/2014,0.062003125,0.073812881,0.078160213,0.044579618
1/9/2014,0.061616192,0.074646809,0.076164071,0.044314957
1/10/2014,0.062516822,0.075023634,0.080416182,0.045117193
1/11/2014,0.061453147,0.075218468,0.078205723,0.044071048
1/12/2014,0.060867718,0.073408711,0.076556521,0.044134577
1/13/2014,0.061036379,0.073962547,0.076296597,0.043323893
1/14/2014,0.060003516,0.073073002,0.075123004,0.04366512
1/15/2014,0.061141413,0.074307095,0.078468871,0.043381073
1/16/2014,0.060398603,0.072555447,0.076803311,0.043618878
1/17/2014,0.061631525,0.074149958,0.078636066,0.044419942
1/18/2014,0.059662288,0.073158894,0.075951902,0.042868939
1/19/2014,0.060506421,0.074215684,0.077986083,0.043824405
1/20/2014,0.060945749,0.074365936,0.075933737,0.044548953
1/21/2014,0.061734655,0.073942429,0.076141169,0.043504077
1/22/2014,0.0599666,0.072442893,0.076272816,0.04452737
1/23/2014,0.062058401,0.074861028,0.076090288,0.043531178
1/24/2014,0.061359246,0.073389716,0.077300942,0.043579228
1/25/2014,0.060732213,0.073937741,0.077263587,0.043670541
1/26/2014,0.061096782,0.072919381,0.07617828,0.044354265
1/27/2014,0.060688754,0.073663607,0.077349968,0.043163826
1/28/2014,0.061176473,0.073996142,0.078569364,0.043382245
1/29/2014,0.059511793,0.07290854,0.076545144,0.043482055
1/30/2014,0.060447776,0.073554129,0.076994043,0.043711998
1/31/2014,0.060217442,0.074481127,0.075764637,0.043922799
2/1/2014,0.059548562,0.07352444,0.076336393,0.044298794
2/2/2014,0.060598613,0.072851702,0.077085698,0.043580448
2/3/2014,0.060196494,0.07402549,0.07664593,0.043656233
2/4/2014,0.060286391,0.072585087,0.076426779,0.043940866
2/5/2014,0.059934225,0.073057327,0.076640803,0.044274769
2/6/2014,0.061804678,0.074442014,0.07739709,0.044164217
2/7/2014,0.059112847,0.073289858,0.075331999,0.04348474
2/8/2014,0.059397969,0.073230822,0.075814298,0.042776796
2/9/2014,0.060978954,0.073033791,0.076008643,0.044228869
2/10/2014,0.061083354,0.073049954,0.076065579,0.04446555
2/11/2014,0.061462132,0.073406514,0.075826261,0.044061575
2/12/2014,0.060133307,0.073294301,0.073827921,0.043316275
2/13/2014,0.061264368,0.073113384,0.074962938,0.043509156
2/14/2014,0.060780263,0.073122027,0.076653401,0.044461106
2/15/2014,0.06164676,0.074135602,0.077575272,0.04488852
2/16/2014,0.060710777,0.07424884,0.076728454,0.043431173
2/17/2014,0.060459495,0.073071488,0.078123248,0.043074857
2/18/2014,0.059831877,0.072287514,0.075140144,0.0438831
2/19/2014,0.061133844,0.073625568,0.075628253,0.043732751
2/20/2014,0.061452268,0.073310757,0.077279311,0.043765272
2/21/2014,0.061099761,0.07463714,0.077050784,0.043688657
2/22/2014,0.06256033,0.074503589,0.077171639,0.044618634
2/23/2014,0.061390449,0.074397236,0.077456223,0.044102739
2/24/2014,0.061978856,0.073719664,0.07619957,0.044268421
2/25/2014,0.062389619,0.07465931,0.07763714,0.044165242
2/26/2014,0.06248474,0.07415743,0.076730211,0.043697104
2/27/2014,0.061558475,0.074549099,0.076468431,0.044009717
2/28/2014,0.061187949,0.074023194,0.076371112,0.043784169
3/1/2014,0.061322721,0.073325114,0.079324235,0.043316178
3/2/2014,0.064162508,0.074464036,0.077923873,0.044519215
3/3/2014,0.060750964,0.07368641,0.077032619,0.044210997
3/4/2014,0.061643049,0.072594414,0.076425704,0.044189365
3/5/2014,0.060911031,0.073554763,0.077087846,0.044403194
3/6/2014,0.061636994,0.072989697,0.076635138,0.043631525
3/7/2014,0.061124274,0.073985741,0.077780165,0.043752722
3/8/2014,0.059525905,0.073180917,0.077122467,0.043032619
3/9/2014,0.061531813,0.073515162,0.076275355,0.043682846
3/10/2014,0.062039162,0.073620001,0.077823429,0.044072464
3/11/2014,0.060093755,0.073071097,0.076261732,0.043243664
3/12/2014,0.061567606,0.073105034,0.076759949,0.044151814
3/13/2014,0.06280419,0.07417955,0.079142439,0.044833146
3/14/2014,0.062655354,0.073911128,0.076428341,0.044194052
3/15/2014,0.062996728,0.074507837,0.076724156,0.045017237
3/16/2014,0.061490795,0.073503052,0.076866595,0.043878754
3/17/2014,0.062047854,0.073398066,0.077161385,0.04430148
3/18/2014,0.061702525,0.074029835,0.077070804,0.044074564
3/19/2014,0.061291811,0.072105865,0.076982226,0.043572049
3/20/2014,0.06270272,0.074609551,0.077440695,0.044793447
3/21/2014,0.060871722,0.073200156,0.076513404,0.044117633
3/22/2014,0.064635578,0.074007325,0.077671371,0.044794326
3/23/2014,0.066212266,0.074822013,0.077531374,0.044725573
3/24/2014,0.066478588,0.073885639,0.076077201,0.044122125
3/25/2014,0.065580253,0.072857708,0.076133258,0.044805313
3/26/2014,0.065417013,0.07433986,0.075785976,0.044496362
3/27/2014,0.066265589,0.072991064,0.077155476,0.04446013
3/28/2014,0.067624249,0.075575858,0.079598418,0.045920406
3/29/2014,0.066468871,0.074468285,0.077672738,0.045562869
3/30/2014,0.065137604,0.073878852,0.078368573,0.044367254
3/31/2014,0.065735583,0.073963475,0.076779091,0.044458421
4/1/2014,0.066109234,0.074162654,0.077072562,0.044460911
4/2/2014,0.067155672,0.073674496,0.077678598,0.044635383
4/3/2014,0.066330338,0.07355242,0.075655501,0.044039748
4/4/2014,0.068132965,0.074011475,0.075496655,0.044563162
4/5/2014,0.066584355,0.073010303,0.076758631,0.044566727
4/6/2014,0.067201182,0.07407056,0.077896382,0.044525612
4/7/2014,0.068267689,0.073837443,0.07666053,0.044427462
4/8/2014,0.068504224,0.075119098,0.077000098,0.044527125
4/9/2014,0.068842863,0.074529909,0.078554666,0.045682455
4/10/2014,0.067404219,0.074792373,0.077085014,0.044808731
4/11/2014,0.067040627,0.073537087,0.076742956,0.045429611
4/12/2014,0.068066165,0.073910054,0.077063968,0.0441524
4/13/2014,0.068803946,0.074259583,0.079601885,0.044310171
4/14/2014,0.06929479,0.073264857,0.076527174,0.044678109
4/15/2014,0.067458763,0.072689145,0.075836271,0.043584013
4/16/2014,0.070135016,0.073865423,0.077007715,0.044880561
4/17/2014,0.06724884,0.073150251,0.0740877,0.044469701
4/18/2014,0.069286196,0.074517701,0.076319645,0.044329948
4/19/2014,0.06977787,0.073782314,0.076916256,0.044804776
4/20/2014,0.068721471,0.074089409,0.076542263,0.044406075
4/21/2014,0.068665658,0.073713316,0.076643,0.044780409
4/22/2014,0.069816397,0.074751697,0.075781972,0.044493237
4/23/2014,0.067803994,0.073469798,0.077166659,0.044139899
4/24/2014,0.06924049,0.0740814,0.076583573,0.044239123
4/25/2014,0.068674935,0.074551199,0.077707456,0.045167684
4/26/2014,0.068176083,0.073137604,0.076443625,0.044162654
4/27/2014,0.068067386,0.07261629,0.076371112,0.044726207
4/28/2014,0.069418233,0.074628351,0.076325407,0.044794668
4/29/2014,0.069051467,0.07377914,0.078400508,0.043939694
4/30/2014,0.070401826,0.0743716,0.077284731,0.044330436
5/1/2014,0.069287758,0.073971971,0.075253723,0.044115826
5/2/2014,0.068654085,0.073699155,0.079297524,0.044243274
5/3/2014,0.070034572,0.073294692,0.07675365,0.044109136
5/4/2014,0.069952341,0.075318766,0.079479857,0.044390156
5/5/2014,0.068787001,0.074185751,0.076678744,0.044258313
5/6/2014,0.069290151,0.073990234,0.075877484,0.044660433
5/7/2014,0.070171883,0.073778895,0.075675228,0.043983739
5/8/2014,0.071072855,0.075283412,0.076105474,0.045734264
5/9/2014,0.070359393,0.073610381,0.07669686,0.044050784
5/10/2014,0.07153069,0.074329752,0.076963817,0.044477367
5/11/2014,0.070353338,0.073251575,0.075815079,0.044368817
5/12/2014,0.07168602,0.074375555,0.078297671,0.045287709
5/13/2014,0.069495776,0.073269203,0.07678329,0.044256409
5/14/2014,0.070388203,0.073628546,0.07542131,0.044430978
5/15/2014,0.071244543,0.074399434,0.076486254,0.045194687
5/16/2014,0.071750769,0.073810684,0.077529958,0.045539919
5/17/2014,0.070197129,0.073786074,0.076173885,0.044355828
5/18/2014,0.071433175,0.07424508,0.077501929,0.045367645
5/19/2014,0.070890668,0.073632502,0.075162459,0.044997949
5/20/2014,0.070182821,0.073545241,0.075842717,0.043988134
5/21/2014,0.070285463,0.074088188,0.077214024,0.044198691
5/22/2014,0.071500464,0.074390839,0.076079643,0.04528478
5/23/2014,0.072053469,0.0747766,0.07684301,0.045189658
5/24/2014,0.070615655,0.073173934,0.076628253,0.044907417
5/25/2014,0.071639875,0.074527418,0.076063284,0.044067581
5/26/2014,0.071236486,0.074888764,0.078636164,0.044439035
5/27/2014,0.070972997,0.075267835,0.077417208,0.044537087
5/28/2014,0.071175057,0.074366473,0.077420382,0.044717076
5/29/2014,0.071217003,0.074022657,0.078479662,0.044959666
5/30/2014,0.073000732,0.074188046,0.074728161,0.044500024
5/31/2014,0.072086088,0.07393276,0.076083598,0.043815958
6/1/2014,0.071549246,0.074636213,0.076730358,0.044629962
6/2/2014,0.071472533,0.073991113,0.075888911,0.044540798
6/3/2014,0.073188095,0.074667953,0.078190048,0.044191025
6/4/2014,0.072480199,0.074222276,0.075743542,0.043244787
6/5/2014,0.07283046,0.075551101,0.076977684,0.04492524
6/6/2014,0.073801553,0.075311783,0.078905366,0.045018849
6/7/2014,0.074228234,0.074386884,0.077436935,0.044323795
6/8/2014,0.074920211,0.075051663,0.076444358,0.045559402
6/9/2014,0.073813565,0.074713365,0.07564007,0.044425265
6/10/2014,0.073850676,0.074473754,0.076319742,0.045284682
6/11/2014,0.074525953,0.073362811,0.078003027,0.04475116
6/12/2014,0.075196836,0.075317935,0.076456956,0.045382782
6/13/2014,0.07510313,0.074037648,0.076395918,0.045430197
6/14/2014,0.073547048,0.074746521,0.076080766,0.045101763
6/15/2014,0.074104937,0.074778163,0.077156306,0.045733874
6/16/2014,0.074145515,0.0753382,0.078136921,0.045528541
6/17/2014,0.073735925,0.075244348,0.077128864,0.045189902
6/18/2014,0.072254944,0.074055178,0.074519605,0.044298794
6/19/2014,0.076605547,0.074370721,0.077859612,0.04606514
6/20/2014,0.073930221,0.074657747,0.07683339,0.044928317
6/21/2014,0.074216905,0.073965526,0.077854339,0.045111382
6/22/2014,0.075319791,0.075100249,0.07820543,0.044946726
6/23/2014,0.075016602,0.075327702,0.075994824,0.044822355
6/24/2014,0.074839396,0.074142243,0.07532653,0.045114117
6/25/2014,0.074835099,0.074067337,0.076237902,0.044606231
6/26/2014,0.074588017,0.075769862,0.07736535,0.045650667
6/27/2014,0.074503931,0.073361932,0.077935251,0.045116607
6/28/2014,0.072593828,0.074809024,0.076488745,0.044826652
6/29/2014,0.07593862,0.074287319,0.076299722,0.045375018
6/30/2014,0.075571463,0.073724742,0.080042385,0.04537912
7/1/2014,0.073050002,0.073331754,0.076548025,0.044762879
7/2/2014,0.074899507,0.074674984,0.076657405,0.045391279
7/3/2014,0.074070609,0.073272865,0.076996533,0.045537184
7/4/2014,0.075970116,0.074037892,0.07535739,0.044714439
7/5/2014,0.075800137,0.073403731,0.076741296,0.044974657
7/6/2014,0.073451389,0.074847063,0.075353435,0.045313004
7/7/2014,0.075855559,0.074521022,0.077732897,0.0450543
7/8/2014,0.076571073,0.074279408,0.075742956,0.044796133
7/9/2014,0.076850676,0.07337077,0.075883735,0.045190634
7/10/2014,0.076416768,0.075023097,0.075661312,0.045351628
7/11/2014,0.075784364,0.073868744,0.075499829,0.044981835
7/12/2014,0.07568851,0.074756629,0.076398603,0.044773133
7/13/2014,0.075298794,0.074691489,0.076374139,0.045142292
7/14/2014,0.076306509,0.07443381,0.077586454,0.04506348
7/15/2014,0.078937741,0.074512818,0.078529616,0.045197129
7/16/2014,0.08147263,0.073663509,0.076272425,0.045967235
7/17/2014,0.080389179,0.074070023,0.078105425,0.045522975
7/18/2014,0.08096118,0.075373065,0.076639973,0.046269056
7/19/2014,0.081403486,0.074506617,0.075456468,0.045380487
7/20/2014,0.079973143,0.073938522,0.076185165,0.045731432
7/21/2014,0.080761805,0.074544656,0.076072611,0.046785243
7/22/2014,0.08166971,0.074187704,0.076674642,0.044866693
7/23/2014,0.078493432,0.074443674,0.077291811,0.045972899
7/24/2014,0.081674496,0.073788466,0.076077641,0.045997949
7/25/2014,0.081471361,0.074072074,0.077788417,0.046081547
7/26/2014,0.080105572,0.073999219,0.077928121,0.045425021
7/27/2014,0.080792373,0.074758435,0.079311392,0.045839787
7/28/2014,0.080128668,0.074860442,0.07619498,0.046542458
7/29/2014,0.081803897,0.074634845,0.075421261,0.046226036
7/30/2014,0.081936276,0.074587675,0.07773988,0.04735158
7/31/2014,0.080619171,0.073380927,0.074950535,0.046037844
8/1/2014,0.079798867,0.073851995,0.075386933,0.045892036
8/2/2014,0.081449387,0.073905171,0.076793496,0.046210362
8/3/2014,0.081730211,0.073651936,0.077263001,0.04746599
8/4/2014,0.080719518,0.07415782,0.075544363,0.045434982
8/5/2014,0.07943049,0.073573758,0.074184775,0.046089946
8/6/2014,0.082136139,0.073939597,0.076535524,0.045996191
8/7/2014,0.081461106,0.073274183,0.07612652,0.046789736
8/8/2014,0.080749597,0.075134333,0.07730983,0.045636896
8/9/2014,0.079212803,0.075180868,0.078229455,0.0455219
8/10/2014,0.078344109,0.074184042,0.07900376,0.046180526
8/11/2014,0.080395625,0.074687729,0.075580546,0.046580985
8/12/2014,0.078902876,0.074109087,0.076492553,0.045755554
8/13/2014,0.080183554,0.073993847,0.076043947,0.045640949
8/14/2014,0.081033644,0.075282338,0.0777119,0.046037111
8/15/2014,0.080960008,0.075388398,0.075937839,0.046347185
8/16/2014,0.079131159,0.074707505,0.075866302,0.046034181
8/17/2014,0.080047561,0.074673763,0.077596514,0.045748279
8/18/2014,0.080320377,0.073949265,0.075122516,0.045169686
8/19/2014,0.080346208,0.074697983,0.07558289,0.045737731
8/20/2014,0.080117633,0.07390771,0.075981786,0.046370428
8/21/2014,0.080849895,0.07464344,0.075941794,0.046081498
8/22/2014,0.081832658,0.073369305,0.075323942,0.045669808
8/23/2014,0.081479955,0.075082865,0.076859124,0.046329508
8/24/2014,0.080632306,0.07346599,0.076004395,0.045624982
8/25/2014,0.080519752,0.076579911,0.077211631,0.046528248
8/26/2014,0.080937888,0.074445969,0.076788759,0.046423605
8/27/2014,0.080571122,0.074969725,0.077288735,0.046131549
8/28/2014,0.081550955,0.074749597,0.075689389,0.046806094
8/29/2014,0.081897944,0.074128571,0.078473949,0.045747107
8/30/2014,0.082332487,0.075155135,0.077083403,0.04672943
8/31/2014,0.081075492,0.075200596,0.076424435,0.046210313
9/1/2014,0.080710289,0.074893257,0.075367401,0.045915523
9/2/2014,0.081561356,0.075786318,0.076901802,0.046507886
9/3/2014,0.082790419,0.074436496,0.076136579,0.045343523
9/4/2014,0.081433761,0.074346697,0.075653694,0.045165438
9/5/2014,0.08377997,0.076012354,0.077267201,0.046647004
9/6/2014,0.085706138,0.074826945,0.076989599,0.046757898
9/7/2014,0.090003858,0.075245715,0.076363152,0.047690024
9/8/2014,0.11648894,0.077490893,0.080991748,0.050848381
9/9/2014,0.119798232,0.078151765,0.081442795,0.051279799
9/10/2014,0.120306851,0.077347136,0.078224376,0.051187802
9/11/2014,0.118443918,0.07796284,0.079338737,0.051342985
9/12/2014,0.117357049,0.076853362,0.07821334,0.051337663
9/13/2014,0.12105176,0.077386933,0.079107574,0.049967479
9/14/2014,0.117350505,0.077880951,0.079478637,0.051568778
9/15/2014,0.115163924,0.078152547,0.08093696,0.050454319
9/16/2014,0.12101084,0.077503003,0.078685092,0.051003662
9/17/2014,0.11763924,0.081853997,0.080246203,0.050944577
9/18/2014,0.117974852,0.077084916,0.077901069,0.050647102
9/19/2014,0.118264759,0.077643195,0.079768592,0.051685532
9/20/2014,0.118874701,0.077746179,0.079317935,0.051028468
9/21/2014,0.118471556,0.077735241,0.077475804,0.050527809
9/22/2014,0.113744177,0.077392451,0.079645344,0.051416866
9/23/2014,0.11534362,0.0776764,0.077956931,0.050901558
9/24/2014,0.115384784,0.07752527,0.078694468,0.05123048
9/25/2014,0.117729284,0.077455247,0.079201816,0.050648957
9/26/2014,0.114375946,0.076899897,0.078410665,0.05154407
9/27/2014,0.115795156,0.076640803,0.077752429,0.050335075
9/28/2014,0.113907417,0.077302603,0.077197471,0.050904829
9/29/2014,0.114880902,0.077724694,0.078469847,0.05053235
9/30/2014,0.113596221,0.077581181,0.079287172,0.051858587
10/1/2014,0.117948337,0.078268665,0.079850139,0.051402363
10/2/2014,0.117312076,0.077459104,0.078770594,0.05180126
10/3/2014,0.115172714,0.078393379,0.079338786,0.05185468
10/4/2014,0.115089311,0.077528981,0.077417013,0.051185751
10/5/2014,0.116395576,0.077678158,0.077428341,0.050379706
10/6/2014,0.116239904,0.077668197,0.078247912,0.051777821
10/7/2014,0.109654085,0.077850383,0.079968748,0.050906343
10/8/2014,0.113897358,0.077959471,0.078255872,0.050617218
10/9/2014,0.110439963,0.0772568,0.078414132,0.050617706
10/10/2014,0.111181796,0.07837995,0.078590214,0.051148982
10/11/2014,0.109778993,0.078017042,0.079448655,0.049808145
10/12/2014,0.110096196,0.077292983,0.079158455,0.050087944
10/13/2014,0.110495532,0.077983788,0.078265882,0.051346843
10/14/2014,0.103776014,0.0768497,0.07861795,0.050460618
10/15/2014,0.10159041,0.07582006,0.077956639,0.050430343
10/16/2014,0.106604717,0.0772714,0.079289272,0.051177938
10/17/2014,0.10430148,0.077757605,0.077362274,0.050452366
10/18/2014,0.104157234,0.077200742,0.078032423,0.050594853
10/19/2014,0.10005928,0.078181991,0.079260706,0.050198057
10/20/2014,0.101470482,0.078831291,0.077209239,0.050646418
10/21/2014,0.10119542,0.078099224,0.07852234,0.049795449
10/22/2014,0.10338581,0.077847942,0.078326139,0.049514136
10/23/2014,0.100474828,0.078354168,0.079523121,0.050326969
10/24/2014,0.101996338,0.077995019,0.079740319,0.050997412
10/25/2014,0.096235412,0.07825304,0.078930124,0.049564041
10/26/2014,0.102075394,0.077923971,0.077590947,0.050572245
10/27/2014,0.100905269,0.077889545,0.079417501,0.049661702
10/28/2014,0.09795283,0.077480639,0.078477074,0.050203574
10/29/2014,0.099163973,0.078358318,0.0771023,0.050184482
10/30/2014,0.098115972,0.077720689,0.078838029,0.050234631
10/31/2014,0.096341374,0.078321305,0.079872748,0.050584013
11/1/2014,0.094585038,0.076390107,0.077991162,0.04949104
11/2/2014,0.092749304,0.076862786,0.077665218,0.049431857
11/3/2014,0.092946042,0.078137946,0.077772352,0.050036232
11/4/2014,0.0917474,0.078314224,0.078393965,0.050164119
11/5/2014,0.091416134,0.07605259,0.078448948,0.048903706
11/6/2014,0.089955125,0.077926364,0.078701499,0.049496313
11/7/2014,0.088094341,0.077801895,0.081670687,0.050619269
11/8/2014,0.088086772,0.0773528,0.078826261,0.048751062
11/9/2014,0.085104497,0.077031545,0.077747742,0.049335319
11/10/2014,0.084900044,0.077033693,0.077205381,0.047848967
11/11/2014,0.084327409,0.077096538,0.079390742,0.048744665
11/12/2014,0.084264222,0.076825382,0.077123834,0.048676937
11/13/2014,0.083739538,0.077031837,0.079500855,0.050189023
11/14/2014,0.083937057,0.078040578,0.080859075,0.048612676
11/15/2014,0.083750916,0.077686703,0.078006397,0.048636701
11/16/2014,0.081598711,0.077285024,0.077984374,0.049520045
11/17/2014,0.082108648,0.077378583,0.077854827,0.049173837
11/18/2014,0.082468236,0.077610528,0.078492749,0.048213389
11/19/2014,0.0807766,0.077976806,0.077722301,0.048178476
11/20/2014,0.080042824,0.078921578,0.079844475,0.048320572
11/21/2014,0.081641633,0.078958885,0.07830607,0.049013624
11/22/2014,0.081171542,0.078601348,0.081648372,0.048306314
11/23/2014,0.079933932,0.077610333,0.078893012,0.048856194
11/24/2014,0.079498462,0.0787975,0.080790468,0.048006739
11/25/2014,0.079186923,0.078222765,0.078643879,0.048924899
11/26/2014,0.076784316,0.077728063,0.078352263,0.048102105
11/27/2014,0.079159334,0.078453049,0.077934274,0.048655354
11/28/2014,0.078235119,0.079304702,0.07814571,0.047830265
11/29/2014,0.078038918,0.077469164,0.078423263,0.048030666
11/30/2014,0.076976415,0.078207334,0.079762977,0.048329069
12/1/2014,0.07928644,0.078497485,0.080137995,0.048138776
12/2/2014,0.077523024,0.07836491,0.078592168,0.047164559
12/3/2014,0.079712486,0.079221349,0.07824884,0.048192929
12/4/2014,0.077913131,0.077096929,0.079671615,0.048079838
12/5/2014,0.077409346,0.078640021,0.082111285,0.047962401
12/6/2014,0.078835051,0.077885785,0.079052737,0.048278725
12/7/2014,0.079492407,0.077421896,0.077723766,0.047779286
12/8/2014,0.079560916,0.077910445,0.077346697,0.048014454
12/9/2014,0.08071063,0.077490014,0.079501929,0.048853118
12/10/2014,0.080806387,0.078310855,0.079500024,0.048306216
12/11/2014,0.080193125,0.077518971,0.079500806,0.04772528
12/12/2014,0.081074076,0.078230236,0.077591142,0.047874213
12/13/2014,0.078806241,0.076799795,0.078004297,0.047721813
12/14/2014,0.081469798,0.077626593,0.081328092,0.047721959
12/15/2014,0.08140876,0.078920113,0.078682211,0.047711851
12/16/2014,0.081142097,0.078544314,0.080208995,0.047325065
12/17/2014,0.081599346,0.077586796,0.079313638,0.048012305
12/18/2014,0.081001807,0.076821671,0.078357586,0.047746521
12/19/2014,0.083338835,0.07782963,0.079428585,0.048453489
12/20/2014,0.082251282,0.07770023,0.077868988,0.04743132
12/21/2014,0.082968748,0.078229796,0.078004248,0.047649788
12/22/2014,0.084149275,0.077959422,0.079945407,0.047945066
12/23/2014,0.084307974,0.078093413,0.079987353,0.049232726
12/24/2014,0.083196103,0.077060403,0.079214464,0.047122711
12/25/2014,0.084338249,0.077369207,0.078494702,0.047340251
12/26/2014,0.084135553,0.076725133,0.078848235,0.046430734
12/27/2014,0.08273109,0.078387519,0.080119342,0.04786303
12/28/2014,0.083303775,0.077277015,0.07878749,0.047167928
12/29/2014,0.083897554,0.077789345,0.080660286,0.047343278
12/30/2014,0.084586699,0.077352263,0.080027638,0.047384833
12/31/2014,0.084382148,0.079151765,0.080029298,0.047330094
1/1/2015,0.084469798,0.078823282,0.079579862,0.048368963
1/2/2015,0.084915279,0.077520289,0.078333171,0.046816104
1/3/2015,0.085803408,0.078591826,0.08027223,0.047982079
1/4/2015,0.086531764,0.078721617,0.078651204,0.047992968
1/5/2015,0.084736462,0.077845696,0.078569461,0.047834904
1/6/2015,0.086028029,0.079540065,0.081543288,0.047651399
1/7/2015,0.101581376,0.078722057,0.080677133,0.048299429
1/8/2015,0.101787636,0.079343034,0.080434006,0.049179354
1/9/2015,0.100047854,0.07984594,0.081560867,0.049524196
1/10/2015,0.104878314,0.080978954,0.081317984,0.048865277
1/11/2015,0.102000195,0.078914888,0.080259534,0.048536452
1/12/2015,0.10476117,0.080875726,0.081968846,0.04954153
1/13/2015,0.107024659,0.079254651,0.081654329,0.050015919
1/14/2015,0.104505054,0.080736901,0.082294985,0.049033888
1/15/2015,0.108300112,0.079697251,0.080102153,0.049802481
1/16/2015,0.10716119,0.08006929,0.080760975,0.04979623
1/17/2015,0.109988427,0.079710679,0.080055618,0.049893061
1/18/2015,0.10994111,0.079269105,0.082448411,0.048684653
1/19/2015,0.11441628,0.079058938,0.082436154,0.049787148
1/20/2015,0.111668831,0.080399287,0.081021046,0.049893061
1/21/2015,0.114848479,0.081224376,0.081402949,0.050538015
1/22/2015,0.116939401,0.080507105,0.08171859,0.050402559
1/23/2015,0.116761463,0.080981737,0.081534987,0.050041311
1/24/2015,0.116307144,0.080653889,0.084022902,0.051400313
1/25/2015,0.1167933,0.081118902,0.081461058,0.050205674
1/26/2015,0.118256897,0.080623566,0.081810977,0.050890522
1/27/2015,0.117904927,0.082303726,0.081321842,0.05070521
1/28/2015,0.118565164,0.0811524,0.082331608,0.050468773
1/29/2015,0.119006201,0.081722643,0.082806143,0.051852044
1/30/2015,0.118338249,0.080355877,0.081375018,0.051325944
1/31/2015,0.116808487,0.079584404,0.082858929,0.050096929
2/1/2015,0.121973973,0.081127643,0.082925729,0.051128864
2/2/2015,0.124007618,0.082104693,0.081610479,0.051574686
2/3/2015,0.123534889,0.080721031,0.082274037,0.051297475
2/4/2015,0.123793398,0.081947947,0.083086674,0.052141657
2/5/2015,0.12061585,0.081254798,0.084507788,0.051176132
2/6/2015,0.117394453,0.081207969,0.08176659,0.050391962
2/7/2015,0.115647981,0.080292397,0.081819669,0.051211241
2/8/2015,0.117355926,0.081128961,0.082251379,0.051345085
2/9/2015,0.118124518,0.082358562,0.083463987,0.0524071
2/10/2015,0.122177597,0.081792666,0.082871966,0.051331852
2/11/2015,0.117301626,0.08082128,0.081810733,0.051711314
2/12/2015,0.115616388,0.080340153,0.082822941,0.051108404
2/13/2015,0.117799551,0.080487524,0.082413985,0.051529616
2/14/2015,0.115368914,0.080998975,0.083001807,0.051351775
2/15/2015,0.120122858,0.083001856,0.084477514,0.051844231
2/16/2015,0.118867718,0.080935788,0.08192275,0.050884125
2/17/2015,0.11673568,0.08106304,0.08310562,0.051275258
2/18/2015,0.116298159,0.080722936,0.081164754,0.050291958
2/19/2015,0.111427951,0.081708384,0.082621173,0.05178456
2/20/2015,0.11010523,0.079961326,0.084504029,0.050485375
2/21/2015,0.109205723,0.080546609,0.082650227,0.050537819
2/22/2015,0.108981298,0.081071634,0.082357732,0.051830021
2/23/2015,0.109601348,0.081302066,0.083858196,0.050888666
2/24/2015,0.108696567,0.080595781,0.082922506,0.051471507
2/25/2015,0.118751306,0.082500024,0.084676449,0.053531276
2/26/2015,0.121937936,0.081891157,0.084303482,0.052457347
2/27/2015,0.11608809,0.083803897,0.085197715,0.053210167
2/28/2015,0.114811417,0.083280043,0.084911861,0.054154207
3/1/2015,0.115963621,0.08255867,0.084784853,0.05349187
3/2/2015,0.112430734,0.083181161,0.086206455,0.053190927
3/3/2015,0.109865716,0.084053323,0.084665658,0.053132428
3/4/2015,0.111517994,0.08417579,0.085785292,0.053071293
3/5/2015,0.113187997,0.084209678,0.086552517,0.05392402
3/6/2015,0.110351287,0.084031642,0.085571512,0.053691733
3/7/2015,0.108665462,0.085231212,0.085305679,0.053981933
3/8/2015,0.110589824,0.085215489,0.085306411,0.053958934
3/9/2015,0.112854583,0.084756336,0.085695298,0.054153181
3/10/2015,0.113290493,0.086041408,0.087732018,0.053963426
3/11/2015,0.112405293,0.085146589,0.085288198,0.055116217
3/12/2015,0.111487817,0.086653108,0.08842048,0.055168709
3/13/2015,0.112502222,0.085334196,0.086621612,0.054250012
3/14/2015,0.116935202,0.086315494,0.088653108,0.056617462
3/15/2015,0.112345329,0.087080717,0.086427951,0.055072855
3/16/2015,0.105559793,0.085828165,0.087952976,0.053688022
3/17/2015,0.101247961,0.087511304,0.089259485,0.055313394
3/18/2015,0.098987255,0.088471263,0.090072806,0.054718687
3/19/2015,0.095559451,0.086468871,0.088816202,0.055151423
3/20/2015,0.094821427,0.089184384,0.090852288,0.054422872
3/21/2015,0.093979345,0.087965623,0.090681869,0.054724352
3/22/2015,0.092086967,0.088622394,0.0890647,0.054203526
3/23/2015,0.093622198,0.090122711,0.091606084,0.054019728
3/24/2015,0.093140632,0.088547683,0.090853411,0.053908443
3/25/2015,0.093391865,0.088215636,0.09190356,0.053730846
3/26/2015,0.097413546,0.091543191,0.092234582,0.054945261
